id,Summary,Status,Version,Owner,Type,Priority,Milestone,Component,Severity,Resolution,Created,Modified,Focuses,Reporter,Keywords
35052,Filter themes by language translations,new,,,enhancement,normal,,Themes,normal,,12/13/2015 05:59:39 PM,06/04/2019 09:18:31 PM,"ui, administration",eclare,
35075,Comment cache ignores custom query vars,assigned,,boonebgorges,defect (bug),normal,,Comments,normal,,12/14/2015 02:41:42 PM,06/04/2019 07:33:16 PM,performance,jason_the_adams,has-patch 4.6-early
35082,get_adjacent_post() when using in term doesn't account for child terms,new,,,enhancement,normal,,"Posts, Post Types",normal,,12/14/2015 09:05:29 PM,06/04/2019 08:53:35 PM,template,WazzaJB,needs-patch
35094,Replace static with Dynamic Image Sizes for inserted images,new,,,enhancement,normal,Awaiting Review,Media,normal,,12/15/2015 02:27:38 AM,08/16/2018 08:36:21 PM,administration,mor10,
35097,New filter: `edit_post_type_title`,new,,,enhancement,normal,Awaiting Review,"Posts, Post Types",normal,,12/15/2015 09:15:30 AM,02/05/2017 01:53:13 PM,,sebastian.pisula,has-patch 2nd-opinion
35099,"Make the filter links (Mine, Status, Author, Taxonomy, etc.) links in the posts list table filterable",new,,,enhancement,normal,Awaiting Review,"Posts, Post Types",normal,,12/15/2015 10:41:36 AM,07/01/2017 03:26:40 PM,,sebastian.pisula,has-patch
35109,Add Online DDL support to dbDelta,new,,,enhancement,normal,,Database,normal,,12/15/2015 10:24:20 PM,06/04/2019 07:33:19 PM,performance,pento,needs-patch needs-unit-tests
35124,Add get_user() function that maps to get_user_by(),new,,,enhancement,normal,,Users,normal,,12/16/2015 07:20:22 PM,06/05/2019 06:42:50 AM,,sc0ttkclark,
35154,The admin_url filter might break ajaxurl usage,new,,,defect (bug),normal,,General,normal,,12/18/2015 12:46:04 PM,06/04/2019 07:54:22 PM,,jadpm,reporter-feedback
35164,Singular body class and main post post class,reviewing,,,enhancement,normal,,Themes,normal,,12/19/2015 11:53:29 AM,06/04/2019 09:18:36 PM,,danielpataki,needs-patch
35204,Refresh HiDPI support,new,,,defect (bug),normal,,Administration,normal,,12/22/2015 07:38:43 PM,06/04/2019 07:33:33 PM,"ui, administration",lancewillett,needs-patch
35214,Custom Comment Types,assigned,,,task (blessed),normal,Future Release,Comments,normal,,12/24/2015 12:28:11 AM,03/21/2019 12:53:52 PM,"ui, administration, template",aaroncampbell,
35232,WP Image Editor glitches with constrained dimensions,new,,,defect (bug),normal,Awaiting Review,Media,normal,,12/27/2015 08:10:58 AM,06/27/2017 05:04:32 PM,,programmin,close
35249,Unit tests should pass,new,,,defect (bug),normal,Awaiting Review,Build/Test Tools,normal,,12/29/2015 04:22:23 AM,03/24/2019 11:59:20 PM,,jrf,
35250,"Enable developer to omit ""internal"" taxonomies from return value of get_taxonomies()",new,,,enhancement,normal,Awaiting Review,Taxonomy,normal,,12/29/2015 04:44:13 AM,05/10/2019 04:06:49 PM,,MikeSchinkel,has-patch needs-docs
35274,Break-out conditional in allow_subdomain_install(),new,,,enhancement,normal,,Networks and Sites,normal,,12/31/2015 06:04:22 PM,06/04/2019 08:53:50 PM,multisite,stevegrunwell,has-patch has-unit-tests
35288,Search Engines Discouraged message improvements,new,,,defect (bug),normal,Future Release,Administration,normal,,01/02/2016 02:54:11 PM,05/16/2018 08:25:01 PM,ui,afercia,has-ui-feedback has-patch has-screenshots 2nd-opinion
35308,get_the_excerpt: For protected posts the output should be able to be filtered,new,,,enhancement,normal,,"Posts, Post Types",normal,,01/04/2016 08:47:24 PM,06/04/2019 08:53:55 PM,,emanaku,has-patch
35315,New action `manage_posts_before_extra_area`,new,,,enhancement,normal,,"Posts, Post Types",normal,,01/05/2016 07:47:13 AM,06/04/2019 08:54:00 PM,administration,sebastian.pisula,has-patch reporter-feedback
35318,Automate anti-virus scanning of WordPress zips,new,,,enhancement,normal,Awaiting Review,Build/Test Tools,normal,,01/05/2016 04:36:15 PM,02/25/2019 01:48:49 AM,,jorbin,
35326,New taxonomy template,new,,,enhancement,normal,Future Release,Taxonomy,normal,,01/06/2016 10:29:26 AM,02/05/2017 02:21:10 PM,template,sebastian.pisula,has-patch needs-refresh dev-feedback
35331,Update external Prototype library to 1.7.3,new,,,enhancement,normal,,Script Loader,normal,,01/06/2016 04:36:45 PM,06/04/2019 09:19:05 PM,,mikemanger,has-patch
35357,Introduce did_filter(),accepted,,chriscct7,enhancement,normal,,Plugins,normal,,01/07/2016 11:51:02 PM,06/04/2019 08:54:05 PM,,mordauk,has-patch has-unit-tests
35384,Archive for post in Menu Editor,new,,,enhancement,normal,,Menus,normal,,01/09/2016 09:50:03 AM,06/04/2019 08:20:36 PM,,sebastian.pisula,has-patch needs-unit-tests
35385,Able to get raw content by calling get_the_archive_description,new,,,enhancement,normal,,Taxonomy,normal,,01/09/2016 12:07:00 PM,06/04/2019 09:19:11 PM,template,wido,
35386,Refining Walker code,new,,,enhancement,normal,,General,normal,,01/09/2016 04:12:59 PM,06/04/2019 07:54:47 PM,performance,Funkatronic,has-patch needs-unit-tests
35398,Allow post types to override `posts_per_archive_page`,new,,,enhancement,normal,,Query,normal,,01/11/2016 10:09:48 AM,06/04/2019 08:54:10 PM,,sebastian.pisula,
35416,List children pages of another (in dashboard),new,,,enhancement,normal,Awaiting Review,"Posts, Post Types",normal,,01/12/2016 12:22:30 PM,10/29/2017 05:20:16 PM,"ui, administration",selnomeria,
35422,only exit if the redirect is true when registering on multisites,new,,,enhancement,normal,,Login and Registration,normal,,01/12/2016 06:55:09 PM,06/04/2019 08:20:42 PM,multisite,pbearne,has-patch
35425,Return HTTP status code in WP_Error objects,new,,,enhancement,normal,Future Release,REST API,normal,,01/12/2016 08:04:34 PM,03/26/2017 02:15:25 AM,,danielbachhuber,needs-patch
35428,Allow the suppression of errors if user already exists,new,,,enhancement,normal,,Login and Registration,normal,,01/12/2016 09:19:14 PM,06/04/2019 08:21:01 PM,multisite,pbearne,reporter-feedback
35435,Support Webmentions,new,,,feature request,normal,Future Release,Pings/Trackbacks,normal,,01/13/2016 05:25:25 AM,02/19/2018 11:52:22 AM,,dshanske,needs-patch needs-unit-tests
35437,dot in permalinks,new,,,enhancement,normal,Future Release,Canonical,normal,,01/13/2016 06:49:02 AM,01/08/2019 01:53:11 PM,,vk_code,needs-patch
35449,Add ability to filter back to blog link on login page,assigned,,adamsilverstein,enhancement,normal,,Login and Registration,normal,,01/13/2016 08:38:13 PM,06/04/2019 08:21:07 PM,,ebinnion,has-patch dev-feedback
35456,New args for apply_filters in WP_Widget_Archives,new,,,enhancement,normal,,Widgets,normal,,01/14/2016 02:24:23 PM,06/05/2019 06:43:05 AM,,sebastian.pisula,has-patch needs-docs
35475,New functions: `current_widget` and `current_widget_id`,reopened,,,enhancement,normal,,Widgets,normal,,01/15/2016 04:08:56 PM,06/05/2019 06:43:09 AM,,sebastian.pisula,reporter-feedback has-patch
35476,Allow posts to be filtered before return when `fields` parameter is used with `WP_Query`,accepted,,adamsilverstein,enhancement,normal,,Query,normal,,01/15/2016 04:46:59 PM,06/04/2019 08:54:20 PM,,tlovett1,dev-feedback has-patch has-unit-tests
35482,Archival pagination fails in 4.4 and up,new,,,defect (bug),normal,,Rewrite Rules,normal,,01/15/2016 08:59:37 PM,06/04/2019 09:19:22 PM,,Ipstenu,needs-unit-tests
35483,Accessibility improvements for the Bulk Edit form,assigned,,,defect (bug),normal,Future Release,Quick/Bulk Edit,normal,,01/15/2016 11:42:19 PM,10/12/2018 03:31:29 PM,"ui, accessibility, javascript",afercia,has-patch has-screenshots
35488,wp_logout() not working as it should,reviewing,,SergeyBiryukov,defect (bug),normal,5.3,Users,normal,,01/16/2016 05:34:37 PM,06/04/2019 01:51:59 PM,,sebastian.pisula,
35491,Add a function to check whether a hook is scheduled,reopened,,,enhancement,normal,Future Release,Cron API,normal,,01/17/2016 04:46:47 AM,06/04/2019 06:11:28 PM,,dlh,has-patch has-unit-tests
35509,Add filter `email_exists` in `email_exists` function,new,,,enhancement,normal,Awaiting Review,Users,normal,,01/18/2016 08:34:10 AM,02/05/2017 10:35:53 PM,,sebastian.pisula,has-patch close reporter-feedback
35517,Work around PHP7 php-ssh2 breakage,new,,,defect (bug),normal,Awaiting Review,Filesystem API,normal,,01/18/2016 08:46:22 PM,04/10/2019 12:46:08 PM,administration,dougal,has-patch
35520,"If stylesheet_directory and template_directory are forced, don't show theme screens",new,,,defect (bug),normal,,Themes,normal,,01/18/2016 11:54:48 PM,06/04/2019 09:19:39 PM,,iseulde,
35524,Overwrite default widget templates,new,,,enhancement,normal,,Widgets,normal,,01/19/2016 10:02:19 AM,06/05/2019 06:43:12 AM,,sebastian.pisula,
35530,"Style and upgrade ""Briefly unavailable for scheduled maintenance. Check back in a minute."" page",new,,,enhancement,normal,Awaiting Review,Upgrade/Install,normal,,01/19/2016 07:01:42 PM,01/10/2018 11:44:54 PM,,tw2113,
35546,"AllPosts page UI: ""Edit"" name in ""Bulk Actions"" does not match with ""Bulk Edit"" group box",new,,,enhancement,normal,Future Release,"Posts, Post Types",minor,,01/20/2016 07:42:09 PM,08/07/2017 04:15:17 PM,ui,antonrinas,needs-patch has-ux-feedback
35554,De-emphasise WordPress Version in the admin,new,,,enhancement,normal,Future Release,Administration,normal,,01/21/2016 09:54:32 AM,05/27/2019 04:36:36 PM,,dd32,has-patch needs-testing
35569,Avatar should update when email is changed,assigned,,swissspidy,feature request,normal,Future Release,Users,normal,,01/22/2016 05:03:35 AM,02/18/2017 10:38:27 PM,administration,rmccue,has-patch
35585,Support loading multiple languages to be loaded at the same time - rewrite the l10n to a class?,new,,,enhancement,normal,,I18N,normal,,01/22/2016 11:42:44 PM,06/04/2019 08:21:18 PM,,jongleur1983,
35587,"If core in under version control, don't let the user update manually",new,,,defect (bug),normal,,Upgrade/Install,normal,,01/23/2016 10:19:01 AM,06/05/2019 06:43:19 AM,,iseulde,
35593,Metadata from wrong file in media_handle_upload,reviewing,,joemcgill,defect (bug),normal,,Media,normal,,01/24/2016 03:14:20 PM,06/04/2019 08:21:24 PM,administration,normanrz,has-patch needs-testing reporter-feedback close
35596,Color contrast: checkboxes and radio buttons,assigned,,,defect (bug),normal,Future Release,Administration,normal,,01/25/2016 12:15:11 AM,01/18/2019 06:10:28 PM,"ui, accessibility",afercia,has-screenshots color-contrast has-patch ui-feedback form-controls
35622,"Color contrast: audit all the ""#f00"" and ""red"" reds",assigned,,,defect (bug),normal,Future Release,Administration,normal,,01/26/2016 11:35:34 PM,06/20/2019 08:40:23 AM,"ui, accessibility",afercia,color-contrast has-patch has-screenshots
35640,No API to set a nav menu location,new,,,defect (bug),normal,,Menus,normal,,01/28/2016 05:21:19 AM,06/04/2019 08:21:30 PM,,dd32,needs-patch
35650,title_reply_to should work when javascript is enabled,new,,,enhancement,normal,Future Release,Comments,normal,,01/28/2016 09:51:05 PM,06/21/2019 01:16:40 AM,,smerriman,needs-patch
35659,Color contrast: audit all the oranges (colors!),assigned,,,defect (bug),normal,Future Release,Administration,normal,,01/29/2016 02:55:29 PM,06/20/2019 08:40:23 AM,"ui, accessibility",afercia,needs-patch has-screenshots color-contrast ui-feedback
35696,Allow extra control over CSS Classes in paginate_links(),new,,,enhancement,normal,Awaiting Review,Themes,normal,,02/02/2016 07:21:18 PM,05/15/2018 05:10:36 PM,template,maor,has-patch
35702,No current-menu-item in WP custom menus,new,,,enhancement,normal,,Menus,normal,,02/03/2016 09:35:08 AM,06/04/2019 08:22:08 PM,"ui, template",dotancohen,needs-refresh
35717,Audit the .icon16 selectors in admin-menu.css,new,,,defect (bug),normal,,Administration,normal,,02/04/2016 04:06:08 PM,06/04/2019 07:34:20 PM,ui,afercia,needs-patch dev-feedback
35726,Add .webp support to WP_Image_Editor_GD,new,,,feature request,normal,,Media,normal,,02/04/2016 06:31:58 PM,06/04/2019 08:22:14 PM,,markoheijnen,
35736,Replace 'Lost Password' phrase with 'Reset Password',accepted,,chriscct7,defect (bug),normal,,Text Changes,normal,,02/05/2016 02:04:28 AM,06/04/2019 09:19:59 PM,,ramiy,has-patch
35761,Add filter(s) to get_adjacent_post function to change variables further down,new,,,enhancement,normal,,Query,normal,,02/06/2016 04:17:05 AM,06/04/2019 08:55:03 PM,,briandichiara,needs-patch
35771,Setting Size for Native Video Player Doesn't Work,new,,,defect (bug),normal,Awaiting Review,Media,normal,,02/07/2016 09:28:00 PM,06/27/2017 04:50:20 PM,,Tranny,
35774,WordPress admin <title> structure,assigned,,SergeyBiryukov,enhancement,normal,Future Release,Administration,normal,,02/08/2016 01:29:06 PM,08/15/2017 01:16:39 PM,administration,ramiy,has-patch
35775,Enhancements: add_post_thumbnail_image_size / wp_get_attachment_id,new,,,enhancement,normal,,Media,normal,,02/08/2016 02:14:08 PM,06/04/2019 08:22:23 PM,,torben.tschechne@…,
35776,Installation pages do not have forms.css enqueued,assigned,,bassgang,defect (bug),normal,Future Release,Upgrade/Install,normal,,02/08/2016 03:07:45 PM,06/15/2017 01:51:41 PM,ui,iseulde,good-first-bug has-patch reporter-feedback
35778,Populate Website URL profile field for the 1st user after install,assigned,,EFAREM,enhancement,normal,Awaiting Review,Users,normal,,02/08/2016 04:57:20 PM,07/10/2017 05:31:17 AM,administration,eclare,good-first-bug has-patch
35780,New data-type: recordable video,new,,,feature request,normal,Future Release,General,normal,,02/09/2016 12:16:41 AM,06/04/2019 07:55:20 PM,"accessibility, javascript",michael.heuberger,
35783,The WordPress shades of grey,new,,,enhancement,normal,,Administration,normal,,02/09/2016 03:37:28 PM,06/04/2019 07:34:26 PM,ui,afercia,has-patch has-screenshots
35785,"Concatenating ""wp-post-new-reload=true"" with URL repeatedly",new,,,defect (bug),normal,,Administration,normal,,02/09/2016 06:33:12 PM,06/04/2019 07:34:27 PM,javascript,codename065,
35793,Something Wrong with UI in Administration,new,,,defect (bug),normal,,Administration,normal,,02/10/2016 02:26:04 AM,06/04/2019 07:34:33 PM,ui,zjhzxhz,reporter-feedback
35796,"""Permalink Settings"" admin page is largely blog/post specific",new,,,enhancement,normal,,Text Changes,normal,,02/10/2016 05:44:29 PM,06/04/2019 09:20:06 PM,,johnjamesjacoby,2nd-opinion
35802,Code being injected by toolbar into Visual Editor,new,,,defect (bug),normal,,Editor,normal,,02/11/2016 08:08:40 PM,06/04/2019 07:34:40 PM,,hexified,
35806,Add filter to capability check when checking if user row is editable,new,,,enhancement,normal,,Users,normal,,02/12/2016 01:12:54 AM,06/05/2019 06:43:30 AM,administration,nathanshubert,
35817,Force users to set strong passwords,new,,,enhancement,normal,Awaiting Review,Administration,normal,,02/12/2016 04:31:38 PM,03/26/2017 09:16:56 PM,ui,ericlewis,2nd-opinion
35823,"Implement ""FS_CHMOD_FORCE"" constant; if set - media uploads and image resizing do NOT ignore FS_CHMOD_FILE",new,,,enhancement,normal,Awaiting Review,Upload,normal,,02/12/2016 11:46:25 PM,01/25/2018 08:22:36 PM,,Profforg,
35829,Separate functions from wp-login.php,new,,,enhancement,normal,,Login and Registration,normal,,02/14/2016 01:10:10 PM,06/04/2019 08:22:28 PM,,extendwings,has-patch
35842,Register Post Type function label default,new,,,enhancement,normal,,"Posts, Post Types",normal,,02/16/2016 10:14:42 AM,06/04/2019 08:55:17 PM,,moshiezz,2nd-opinion
35859,get_edit_user_link should always return the edit user link even if the given ID is that of the current user,new,,,defect (bug),normal,,Users,normal,,02/18/2016 11:18:13 AM,06/05/2019 06:43:31 AM,administration,jancbeck,2nd-opinion
35868,Add Filter for Profile User Description Bio,new,,,enhancement,normal,,Users,normal,,02/19/2016 09:26:18 AM,06/05/2019 06:43:35 AM,,wordpresssites,
35879,Increase width of menu item classes field,new,,,enhancement,normal,,Menus,normal,,02/19/2016 08:20:43 PM,06/04/2019 08:23:00 PM,ui,lkraav,needs-patch
35880,Refactor date handling in wp_insert_post(),new,,,enhancement,normal,,"Posts, Post Types",normal,,02/19/2016 08:36:08 PM,06/04/2019 08:55:32 PM,,redsweater,has-patch
35907,Permit sticky posts to affect the query in REST_REQUEST,reopened,,rmccue,enhancement,normal,Future Release,Query,normal,,02/22/2016 11:44:13 PM,04/23/2017 10:19:55 PM,,danielbachhuber,has-patch needs-unit-tests
35910,Allow wp_credits() to accept custom wordpress versions and locals,new,,,enhancement,normal,,Administration,normal,,02/23/2016 01:03:34 AM,06/04/2019 07:34:59 PM,administration,ramiy,has-patch
35912,Allow changing network URL scheme,new,,,enhancement,normal,,Networks and Sites,normal,,02/23/2016 02:37:42 AM,06/04/2019 08:55:37 PM,multisite,rmccue,has-patch 2nd-opinion https
35913,`is_()` conditional methods should share their logic,new,,,defect (bug),normal,Future Release,Query,normal,,02/23/2016 02:54:55 AM,02/06/2017 08:52:07 AM,,boonebgorges,has-patch 2nd-opinion
35916,WP_Rewrite::generate_rewrite_rules() ignores boolean $endpoints / $feed parameters for CPT,new,,,defect (bug),normal,,Rewrite Rules,normal,,02/23/2016 08:34:12 AM,06/04/2019 09:20:24 PM,,solo14000,needs-patch needs-unit-tests
35932,"Square brackets for shortcodes can't be entered with default Czech, Slovak and maybe other keyboards",reopened,,,defect (bug),normal,,Editor,normal,,02/24/2016 11:16:12 AM,06/04/2019 07:35:00 PM,"ui, javascript, administration",thomask,
35937,"Visual improvements for the comment ""pending status""",new,,,defect (bug),normal,Future Release,Comments,normal,,02/24/2016 04:25:05 PM,01/13/2019 04:55:31 PM,"ui, accessibility",afercia,has-screenshots needs-patch
35951,remove_accents() doesn't escape Unicode NFD characters,reopened,,johnbillion,defect (bug),normal,Future Release,Charset,normal,,02/25/2016 04:18:53 PM,06/04/2019 01:52:00 PM,,onnimonni,needs-patch needs-unit-tests
35963,Only remove item from WP_Dependencies::to_do if it was successfully processed,new,,,defect (bug),normal,,Script Loader,normal,,02/26/2016 12:37:32 PM,06/04/2019 09:20:31 PM,,pcfreak30,has-patch needs-unit-tests
35983,"Better support for ""singular"" endpoints",new,,,enhancement,normal,,Rewrite Rules,normal,,02/28/2016 04:47:11 AM,06/04/2019 09:20:37 PM,,dd32,has-patch
35990,Registering a custom post type should create a Recent CPT posts widget type,new,,,feature request,normal,,Widgets,normal,,02/28/2016 11:38:49 PM,06/05/2019 06:43:44 AM,,ericlewis,2nd-opinion needs-patch
35993,Unit tests: XML-RPC Request routines,new,,,enhancement,normal,,XML-RPC,normal,,02/29/2016 01:07:36 AM,06/05/2019 06:43:45 AM,,borgesbruno,has-patch has-unit-tests dev-feedback
36030,Expose site icon on  wp.getUsersBlogs,new,,,enhancement,normal,Future Release,XML-RPC,normal,,03/01/2016 09:06:46 AM,06/20/2019 02:07:35 PM,,daniloercoli,has-patch needs-unit-tests 2nd-opinion
36034,Change post name permalinks to use ID when inserting links,new,,,enhancement,normal,Awaiting Review,General,normal,,03/01/2016 09:34:02 PM,06/28/2017 02:31:41 PM,,catchmyfame,
36058,"PHP notices and invalid ""View Post"" link on edit-comments.php when post type does not exist",reviewing,,,defect (bug),normal,Future Release,Comments,normal,,03/03/2016 05:48:30 AM,05/06/2017 05:13:37 PM,administration,boonebgorges,
36087,Migration plan from insecure RNG fallback,reopened,,,enhancement,normal,,General,normal,,03/04/2016 12:08:44 AM,06/04/2019 07:55:32 PM,,sarciszewski,
36098,"Install: ""Repeat Password"" is not required when browser js is disabled",new,,,defect (bug),normal,,Login and Registration,normal,,03/05/2016 12:57:39 AM,06/04/2019 08:23:17 PM,ui,ramiy,has-screenshots has-patch
36120,Move wp_*_link() functions into wp-includes,new,,,enhancement,normal,,General,normal,,03/05/2016 02:51:04 PM,06/04/2019 07:55:44 PM,,JPry,has-patch dev-feedback
36177,default htaccess should include security measures,new,,,enhancement,normal,Awaiting Review,Security,normal,,03/09/2016 08:43:09 AM,05/04/2019 09:31:15 PM,,lelutin,
36181,wp_transition_post_status after save post action,new,,,enhancement,normal,,General,normal,,03/09/2016 02:08:54 PM,06/04/2019 07:55:59 PM,,sebastian.pisula,has-patch close
36190,Support running grunt phpunit tasks inside Vagrant environments,new,,,defect (bug),normal,Awaiting Review,Build/Test Tools,normal,,03/10/2016 01:32:27 AM,02/25/2019 01:48:56 AM,,netweb,needs-patch
36191,Support responsive images in WP_Customize_Media_Control,assigned,,joemcgill,defect (bug),normal,Future Release,Customize,normal,,03/10/2016 02:14:17 AM,10/12/2017 04:22:39 AM,"ui, administration",melchoyce,has-patch
36194,Media Settings page description is unclear,new,,,enhancement,normal,,Text Changes,normal,,03/10/2016 03:30:36 PM,06/04/2019 09:21:01 PM,,mklasen,has-patch
36201,Admin Pagination URLs Use Wrong Hostname,reopened,,,defect (bug),normal,Future Release,Administration,normal,,03/10/2016 09:18:06 PM,05/23/2019 04:13:10 PM,,grimmdude,has-patch needs-testing dev-feedback close
36212,Empty menu items are deleted without warning,accepted,,audrasjb,defect (bug),normal,Future Release,Menus,normal,,03/12/2016 01:21:43 AM,02/23/2019 09:59:24 AM,"ui, administration",cameronjonesweb,has-patch needs-refresh
36216,Keyboard shortcut for displaying contextual help,new,,,enhancement,normal,,Editor,normal,,03/12/2016 10:22:18 AM,06/04/2019 07:35:23 PM,,ericlewis,
36228,"Uncheck ""uncategorized"" when you select a category",reopened,,,enhancement,normal,Future Release,Taxonomy,normal,,03/13/2016 05:44:50 PM,10/03/2018 03:16:23 PM,administration,melchoyce,
36244,added a filter to allow the separator in the week date range to be changed,new,,,enhancement,normal,,General,normal,,03/15/2016 12:13:17 AM,06/04/2019 07:56:11 PM,template,pbearne,
36257,REST API: It's difficult to impossible to determine the endpoint matched to a request,assigned,,rmccue,enhancement,normal,,REST API,normal,,03/15/2016 11:14:18 PM,06/04/2019 09:21:09 PM,,jnylen0,4.8-early
36259,Switching language should update date and time formats,assigned,,vagios,defect (bug),normal,Future Release,I18N,normal,,03/16/2016 07:43:07 AM,01/17/2019 06:53:43 AM,,SergeyBiryukov,needs-refresh good-first-bug has-patch
36271,Trigger _doing_it_wrong if wp_send_json is used on a REST API request,new,,,enhancement,normal,,REST API,normal,,03/18/2016 07:24:18 AM,06/04/2019 09:21:14 PM,,rmccue,needs-patch has-unit-tests
36285,Inconsistency between the filters that can be used to override the default shortcode output for images/videos/audio,new,,,defect (bug),normal,Future Release,Media,normal,,03/21/2016 06:15:59 PM,07/27/2017 04:13:03 PM,,gnotaras,needs-patch
36292,Rewrites: Next Generation,assigned,,rmccue,feature request,normal,Future Release,Rewrite Rules,normal,,03/22/2016 06:38:33 AM,05/31/2019 03:37:19 PM,,rmccue,
36293,video/audio object passed to wp_video_shortcode/wp_audio_shortcode is always null,new,,,defect (bug),normal,,General,normal,,03/22/2016 06:47:41 AM,06/04/2019 07:56:22 PM,,gnotaras,
36305,Permalink can't decide the parent category,new,,,defect (bug),normal,,Permalinks,normal,,03/23/2016 10:46:11 AM,06/04/2019 08:55:59 PM,,gr8shivam,
36312,Inline link toolbar: add advanced panel,new,,,enhancement,normal,,Editor,normal,,03/23/2016 08:36:56 PM,06/04/2019 07:35:35 PM,javascript,iseulde,
36314,"If orderby undefined, alter get_posts to defer to WP_Query's default",new,,,enhancement,normal,,"Posts, Post Types",normal,,03/23/2016 10:22:46 PM,06/04/2019 08:56:15 PM,template,peterwilsoncc,needs-patch needs-unit-tests
36317,Introduce a cookie prefix default constant,new,,,enhancement,normal,,Login and Registration,normal,,03/24/2016 01:41:57 AM,06/04/2019 08:23:42 PM,,johnjamesjacoby,2nd-opinion
36324,Post status labels use inconsistent grammar,new,,,enhancement,normal,,"Posts, Post Types",normal,,03/25/2016 05:57:25 AM,06/04/2019 08:56:27 PM,,johnjamesjacoby,2nd-opinion
36335,Next generation: core autoloader proposal,new,,,feature request,normal,Future Release,General,normal,,03/25/2016 07:21:43 PM,02/25/2019 09:28:33 AM,,dnaber-de,has-patch
36339,Possible issue with export_wp() and undefined custom post types,new,,,defect (bug),normal,,Export,normal,,03/25/2016 10:03:59 PM,06/04/2019 07:56:27 PM,,theMikeD,dev-feedback needs-screenshots
36340,Other options ignored when using a custom post type with export_wp(),new,,,defect (bug),normal,,Export,normal,,03/25/2016 10:17:35 PM,06/04/2019 07:56:33 PM,,theMikeD,
36341,Add a note about the 'init' hook to the DocBlock for get_current_user_id(),assigned,,,defect (bug),normal,Future Release,Users,normal,,03/25/2016 10:47:15 PM,02/09/2018 04:44:54 PM,docs,DrewAPicture,has-patch
36368,Add `access_admin` capability,new,,,feature request,normal,,Users,normal,,03/29/2016 01:55:09 PM,06/05/2019 06:44:00 AM,administration,krogsgard,dev-feedback
36373,Plugin update fails silently when using zipfile without subdirectory,new,,,defect (bug),normal,,Upgrade/Install,normal,,03/30/2016 07:47:37 AM,06/05/2019 06:44:02 AM,,BjornW,needs-patch 2nd-opinion
36376,current_user_can/has_cap fails when user has multiple roles,accepted,,dd32,defect (bug),normal,Future Release,Role/Capability,normal,,03/30/2016 05:16:45 PM,01/14/2019 04:46:21 AM,,mikejolley,dev-feedback needs-unit-tests
36391,Create a hook to handle dynamic CSS?,new,,,feature request,normal,,Script Loader,normal,,04/01/2016 12:12:25 AM,06/04/2019 09:21:18 PM,performance,CarlosRios,
36402,front-page.php behavior for child themes,new,,,enhancement,normal,Awaiting Review,Themes,minor,,04/02/2016 08:18:59 AM,04/17/2018 10:08:56 PM,template,cristovaov,
36405,User creation fails for users with long names.,new,,,defect (bug),normal,,Users,normal,,04/03/2016 05:49:00 AM,06/05/2019 06:44:06 AM,,cfinke,needs-patch
36409,Comments number is wrong,new,,,defect (bug),normal,,Comments,normal,,04/04/2016 02:21:26 PM,06/04/2019 07:35:47 PM,"template, performance",sidati,has-patch needs-unit-tests
36411,Missing admin menu for custom taxonomy,new,,,defect (bug),normal,,Menus,normal,,04/04/2016 04:38:00 PM,06/04/2019 08:23:47 PM,,jadpm,
36418,Custom MIME type icons lost in WP Media List view,new,,,defect (bug),normal,Awaiting Review,Media,normal,,04/05/2016 01:18:11 AM,07/27/2017 04:17:35 PM,administration,jhorowitz,dev-feedback
36420,A more forgiving redirect guesser,new,,,enhancement,normal,Awaiting Review,Canonical,normal,,04/05/2016 02:13:37 PM,08/16/2017 07:53:17 PM,,gorillum,dev-feedback 2nd-opinion
36423,Constant in wp-config.php to disable uploads,new,,,feature request,normal,Awaiting Review,Upload,normal,,04/05/2016 09:35:13 PM,02/02/2017 12:59:42 PM,,stevegrunwell,
36424,graphically visualize if comments are closed (in wp-admin/edit.php),new,,,enhancement,normal,Future Release,Comments,normal,,04/06/2016 08:08:36 AM,03/12/2018 05:02:29 PM,"ui, administration",pixelverbieger,has-patch has-screenshots has-ux-feedback
36455,"Call opcache_reset() after plug-in, theme or core update",new,,,enhancement,normal,Future Release,Upgrade/Install,normal,,04/09/2016 09:14:02 AM,10/22/2018 06:02:35 AM,,nigro.simone,has-patch needs-testing
36464,Create an emoji picker,new,,,feature request,normal,Awaiting Review,Editor,normal,,04/10/2016 03:15:40 PM,06/07/2017 03:32:58 AM,"ui, administration",eclare,
36475,Responsive images in TinyMCE,new,,,enhancement,normal,Future Release,Editor,normal,,04/11/2016 12:49:07 PM,07/02/2019 02:57:57 PM,,iseulde,
36479,Improve autosave in the browser,new,,,defect (bug),normal,,Autosave,normal,,04/11/2016 02:55:10 PM,06/04/2019 07:36:24 PM,,azaozz,
36508,Call cache_users() when 'fields'=>'all' in WP_User_Query,reviewing,,boonebgorges,defect (bug),normal,,Users,normal,,04/13/2016 12:07:32 PM,06/05/2019 06:44:11 AM,performance,danielbachhuber,has-patch needs-testing needs-refresh 4.7-early
36527,Add a 'wp-' prefix to ALL admin classes to prevent CSS conflicts,new,,,enhancement,normal,,Administration,normal,,04/14/2016 12:37:34 PM,06/04/2019 07:36:44 PM,ui,mrpritchett,
36532,Allow Reordering of Available Widgets,new,,,enhancement,normal,,Widgets,normal,,04/14/2016 09:12:22 PM,06/05/2019 06:44:15 AM,"ui, administration",mrwweb,needs-patch
